,,,,
Saldos de productos,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,
811003961-9,,,,
"Miércoles, 31 de Diciembre de 2025 ",,,,
,,,,
,,,,
Código producto,Nombre producto,Referencia de fábrica,Saldo cantidades,
Bodega: 6 - COLSABOR UNICA,,,974.00,
101251,R251,,974.00,
Producto: 101251R - R251,,,-69.01,
Bodega: 5 - BODEGA 5,,,-69.01,
101251R,R251,,-69.01,
Producto: 101252 - R252,,,413.03,
Bodega: 5 - BODEGA 5,,,413.03,
101252,R252,,413.03,
Producto: 101254 - R254,,,942.00,
Bodega: 6 - COLSABOR UNICA,,,942.00,
101254,R254,,942.00,
Producto: 101255 - R255,,,"51,580.00",
Bodega: 6 - COLSABOR UNICA,,,"51,580.00",
101255,R255,,"51,580.00",
Producto: 101256 - R256,,,384.00,
Bodega: 5 - BODEGA 5,,,384.00,
101256,R256,,384.00,
Producto: 101259 - R259,,,"74,050.00",
Bodega: 6 - COLSABOR UNICA,,,"74,050.00",
101259,R259,,"74,050.00",
Producto: 101260 - R260,,,782.00,
Bodega: 6 - COLSABOR UNICA,,,782.00,
101260,R260,,782.00,
Producto: 101261 - R261,,,958.00,
Bodega: 6 - COLSABOR UNICA,,,958.00,
101261,R261,,958.00,
Producto: 101262 - R262,,,993.00,
Bodega: 6 - COLSABOR UNICA,,,993.00,
101262,R262,,993.00,
Producto: 101263 - R263,,,400.00,
Bodega: 5 - BODEGA 5,,,400.00,
101263,R263,,400.00,
Producto: 101264 - R264,,,"3,430.00",
Bodega: 6 - COLSABOR UNICA,,,"3,430.00",
101264,R264,,"3,430.00",
Producto: 101265 - R265,,,993.99,
Bodega: 6 - COLSABOR UNICA,,,993.99,
101265,R265,,993.99,
Producto: 101269 - R269,,,"1,000.00",
Bodega: 6 - COLSABOR UNICA,,,"1,000.00",
101269,R269,,"1,000.00",
Producto: 101319 - R319,,,"121,550.00",
Bodega: 6 - COLSABOR UNICA,,,"121,550.00",
101319,R319,,"121,550.00",
Producto: 101325 - R325,,,"4,827.00",
Bodega: 6 - COLSABOR UNICA,,,"4,827.00",
101325,R325,,"4,827.00",
Producto: 101570 - R170 PURO,,,375.00,
Bodega: 6 - COLSABOR UNICA,,,375.00,
101570,R170 PURO,,375.00,
Producto: 10201 - F-A,,,-23.29,
Bodega: 5 - BODEGA 5,,,-23.29,
10201,F-A,,-23.29,
Producto: 10202 - F-B,,,706.02,
Bodega: 5 - BODEGA 5,,,706.02,
10202,F-B,,706.02,
Producto: 10203 - F-C,,,832.00,
Bodega: 5 - BODEGA 5,,,832.00,
10203,F-C,,832.00,
Producto: 10204 - F-D,,,910.00,
Bodega: 5 - BODEGA 5,,,910.00,
10204,F-D,,910.00,
Producto: 10205 - F-E,,,910.00,
Bodega: 5 - BODEGA 5,,,910.00,
10205,F-E,,910.00,
Producto: 10206 - F-F,,,711.09,
Bodega: 5 - BODEGA 5,,,711.09,
10206,F-F,,711.09,
Producto: 10207 - F-G,,,830.00,
Bodega: 5 - BODEGA 5,,,830.00,
10207,F-G,,830.00,
Producto: 10208 - F-H,,,40.00,
Bodega: 5 - BODEGA 5,,,40.00,
10208,F-H,,40.00,
Producto: 10209 - F-I,,,895.00,
Bodega: 5 - BODEGA 5,,,895.00,
10209,F-I,,895.00,
Producto: 10210 - F-J,,,375.91,
Bodega: 5 - BODEGA 5,,,375.91,
10210,F-J,,375.91,
Producto: 10211 - F-K,,,939.00,
Bodega: 5 - BODEGA 5,,,939.00,
10211,F-K,,939.00,
Producto: 10212 - F-M,,,203.00,
Bodega: 5 - BODEGA 5,,,203.00,
10212,F-M,,203.00,
Producto: 10213 - F-N,,,838.00,
Bodega: 5 - BODEGA 5,,,838.00,
10213,F-N,,838.00,
Producto: 10214 - F-O,,,310.06,
Bodega: 5 - BODEGA 5,,,310.06,
10214,F-O,,310.06,
Producto: 10215 - F-P,,,918.00,
Bodega: 5 - BODEGA 5,,,918.00,
10215,F-P,,918.00,
Producto: 10216 - F-Q,,,864.51,
Bodega: 5 - BODEGA 5,,,864.51,
10216,F-Q,,864.51,
Producto: 10217 - F-R,,,322.29,
Bodega: 5 - BODEGA 5,,,322.29,
10217,F-R,,322.29,
Producto: 10218 - F-S,,,976.00,
Bodega: 5 - BODEGA 5,,,976.00,
10218,F-S,,976.00,
Producto: 10219 - F-T,,,871.00,
Bodega: 5 - BODEGA 5,,,871.00,
10219,F-T,,871.00,
Producto: 10220 - F-U,,,872.00,
Bodega: 5 - BODEGA 5,,,872.00,
10220,F-U,,872.00,
Producto: 10221 - F-V,,,865.00,
Bodega: 5 - BODEGA 5,,,865.00,
10221,F-V,,865.00,
Producto: 10222 - F-W,,,765.09,
Bodega: 5 - BODEGA 5,,,765.09,
10222,F-W,,765.09,
Producto: 10223 - F-X,,,831.00,
Bodega: 5 - BODEGA 5,,,831.00,
10223,F-X,,831.00,
Producto: 10224 - F-Y,,,752.95,
Bodega: 5 - BODEGA 5,,,752.95,
10224,F-Y,,752.95,
Producto: 10301 - AREQUIPE,,,"9,411.00",
Bodega: 6 - COLSABOR UNICA,,,"9,411.00",
10301,AREQUIPE,,"9,411.00",
Producto: 10302 - BRANDY,,,"1,999.05",
Bodega: 6 - COLSABOR UNICA,,,"1,999.05",
10302,BRANDY,,"1,999.05",
Producto: 10304 - POLLO 40,,,"1,400.00",
Bodega: 6 - COLSABOR UNICA,,,"1,400.00",
10304,POLLO 40,,"1,400.00",
Producto: 10307 - LECHE CONDENSADA,,,"1,944.69",
Bodega: 6 - COLSABOR UNICA,,,"1,944.69",
10307,LECHE CONDENSADA,,"1,944.69",
Producto: 10310 - MARACUYA,,,"13,591.09",
Bodega: 6 - COLSABOR UNICA,,,"13,591.09",
10310,MARACUYA,,"13,591.09",
Producto: 10311 - MELOCOTON,,,2.34,
Bodega: 6 - COLSABOR UNICA,,,2.34,
10311,MELOCOTON,,2.34,
Producto: 10313 - MORA SABORES,,,"13,407.00",
Bodega: 6 - COLSABOR UNICA,,,"13,407.00",
10313,MORA SABORES,,"13,407.00",
Producto: 10314 - TOMATE,,,750.00,
Bodega: 6 - COLSABOR UNICA,,,750.00,
10314,TOMATE,,750.00,
Producto: 10315 - DURAZNO HR,,,"1,301.00",
Bodega: 6 - COLSABOR UNICA,,,"1,301.00",
10315,DURAZNO HR,,"1,301.00",
Producto: 10316 - CAFE SABORES BASE,,,998.00,
Bodega: 6 - COLSABOR UNICA,,,998.00,
10316,CAFE SABORES BASE,,998.00,
Producto: 10317 - HUMO SUPREME C,,,"19,325.05",
Bodega: 6 - COLSABOR UNICA,,,"19,325.05",
10317,HUMO SUPREME C,,"19,325.05",
Producto: 10317A - HUMO SUPREME C AL 10%,,,"1,984.19",
Bodega: 6 - COLSABOR UNICA,,,"1,984.19",
10317A,HUMO SUPREME C AL 10%,,"1,984.19",
Producto: 10322 - CARNE EN POLVO,,,"3,750.00",
Bodega: 6 - COLSABOR UNICA,,,"3,750.00",
10322,CARNE EN POLVO,,"3,750.00",
Producto: 10323 - BASE VAINILLA 130-25,,,"187,462.97",
Bodega: 6 - COLSABOR UNICA,,,"187,462.97",
10323,BASE VAINILLA 130-25,,"187,462.97",
Producto: 10324 - BASE MIEL 172-50,,,"41,850.00",
Bodega: 6 - COLSABOR UNICA,,,"41,850.00",
10324,BASE MIEL 172-50,,"41,850.00",
Producto: 10325 - BASE 001,,,"1,188.49",
Bodega: 6 - COLSABOR UNICA,,,"1,188.49",
10325,BASE 001,,"1,188.49",
Producto: 10326 - BASE 002,,,219.00,
Bodega: 6 - COLSABOR UNICA,,,219.00,
10326,BASE 002,,219.00,
Producto: 10327 - BASE 003,,,446.00,
Bodega: 6 - COLSABOR UNICA,,,446.00,
10327,BASE 003,,446.00,
Producto: 10331 - BASE 16,,,162.00,
Bodega: 6 - COLSABOR UNICA,,,162.00,
10331,BASE 16,,162.00,
Producto: 10332 - BASE 171 A,,,126.00,
Bodega: 6 - COLSABOR UNICA,,,126.00,
10332,BASE 171 A,,126.00,
Producto: 10333 - BASE 18,,,98.00,
Bodega: 6 - COLSABOR UNICA,,,98.00,
10333,BASE 18,,98.00,
Producto: 10334 - BASE 22,,,"1,751.00",
Bodega: 6 - COLSABOR UNICA,,,"1,751.00",
10334,BASE 22,,"1,751.00",
Producto: 10335 - BASE 239,,,500.00,
Bodega: 6 - COLSABOR UNICA,,,500.00,
10335,BASE 239,,500.00,
Producto: 10336 - BASE 249,,,"2,866.00",
Bodega: 6 - COLSABOR UNICA,,,"2,866.00",
10336,BASE 249,,"2,866.00",
Producto: 10337 - BASE 266,,,813.85,
Bodega: 6 - COLSABOR UNICA,,,813.85,
10337,BASE 266,,813.85,
Producto: 10338 - BASE 26 AB,,,75.00,
Bodega: 6 - COLSABOR UNICA,,,75.00,
10338,BASE 26 AB,,75.00,
Producto: 10340 - BASE 274,,,53.00,
Bodega: 6 - COLSABOR UNICA,,,53.00,
10340,BASE 274,,53.00,
Producto: 10342 - BASE 311,,,"1,440.00",
Bodega: 6 - COLSABOR UNICA,,,"1,440.00",
10342,BASE 311,,"1,440.00",
Producto: 10343 - BASE 326,,,"3,030.00",
Bodega: 6 - COLSABOR UNICA,,,"3,030.00",
10343,BASE 326,,"3,030.00",
Producto: 10344 - BASE 333,,,904.00,
Bodega: 6 - COLSABOR UNICA,,,904.00,
10344,BASE 333,,904.00,
Producto: 10345 - BASE 35,,,"1,119.00",
Bodega: 6 - COLSABOR UNICA,,,"1,119.00",
10345,BASE 35,,"1,119.00",
Producto: 103465 - BASE 465 X G.,,,473.00,
Bodega: 6 - COLSABOR UNICA,,,473.00,
103465,BASE 465 X G.,,473.00,
Producto: 10347 - BASE 374,,,912.00,
Bodega: 6 - COLSABOR UNICA,,,912.00,
10347,BASE 374,,912.00,
Producto: 10348 - BASE 387,,,45.00,
Bodega: 6 - COLSABOR UNICA,,,45.00,
10348,BASE 387,,45.00,
Producto: 10349 - BASE 40,,,"1,688.00",
Bodega: 6 - COLSABOR UNICA,,,"1,688.00",
10349,BASE 40,,"1,688.00",
Producto: 10356 - BASE 548,,,417.00,
Bodega: 6 - COLSABOR UNICA,,,417.00,
10356,BASE 548,,417.00,
Producto: 10357 - BASE 582,,,69.00,
Bodega: 6 - COLSABOR UNICA,,,69.00,
10357,BASE 582,,69.00,
Producto: 10358 - BASE 688,,,616.00,
Bodega: 6 - COLSABOR UNICA,,,616.00,
10358,BASE 688,,616.00,
Producto: 10362 - BASE SP-75,,,275.00,
Bodega: 6 - COLSABOR UNICA,,,275.00,
10362,BASE SP-75,,275.00,
"Producto: 10363 - BASE SUST""N""",,,486.00,
Bodega: 6 - COLSABOR UNICA,,,486.00,
10363,"BASE SUST""N""",,486.00,
Producto: 10364 - BASE TC-005,,,"8,537.00",
Bodega: 6 - COLSABOR UNICA,,,"8,537.00",
10364,BASE TC-005,,"8,537.00",
Producto: 10367 - BASE TC-029,,,303.00,
Bodega: 6 - COLSABOR UNICA,,,303.00,
10367,BASE TC-029,,303.00,
Producto: 10368 - MORA BASE BB-627,,,31.00,
Bodega: 6 - COLSABOR UNICA,,,31.00,
10368,MORA BASE BB-627,,31.00,
Producto: 10369 - BASE MORA BB-630,,,280.00,
Bodega: 6 - COLSABOR UNICA,,,280.00,
10369,BASE MORA BB-630,,280.00,
Producto: 10371A10 - BASE COSTARRICA AL 10%,,,"5,437.71",
Bodega: 5 - BODEGA 5,,,-100.00,
10371A10,BASE COSTARRICA AL 10%,,-100.00,
Bodega: 6 - COLSABOR UNICA,,,"5,537.71",
10371A10,BASE COSTARRICA AL 10%,,"5,537.71",
Producto: 10372 - ROSA AL 10%,,,474.00,
Bodega: 6 - COLSABOR UNICA,,,474.00,
10372,ROSA AL 10%,,474.00,
Producto: 10372A - ROSA AL 0.1%,,,227.00,
Bodega: 6 - COLSABOR UNICA,,,227.00,
10372A,ROSA AL 0.1%,,227.00,
Producto: 10373 - BASE 435,,,170.00,
Bodega: 6 - COLSABOR UNICA,,,170.00,
10373,BASE 435,,170.00,
Producto: 10401 - AMARANTO,,,"1,100.00",
Bodega: 6 - COLSABOR UNICA,,,"1,100.00",
10401,AMARANTO,,"1,100.00",
Producto: 10401A5 - AMARANTO AL 5%,,,260.00,
Bodega: 6 - COLSABOR UNICA,,,260.00,
10401A5,AMARANTO AL 5%,,260.00,
Producto: 10402 - AZUL BTE.,,,"30,280.00",
Bodega: 6 - COLSABOR UNICA,,,"30,280.00",
10402,AZUL BTE.,,"30,280.00",
Producto: 10402A - AZUL AL 1%,,,51.42,
Bodega: 6 - COLSABOR UNICA,,,51.42,
10402A,AZUL AL 1%,,51.42,
Producto: 10402A1 - AZUL AL 0.1%,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
10402A1,AZUL AL 0.1%,,10.00,
Producto: 10403 - CARMOISINA,,,"26,340.00",
Bodega: 6 - COLSABOR UNICA,,,"26,340.00",
10403,CARMOISINA,,"26,340.00",
Producto: 10403A - CARMOSINA AL 10%,,,72.53,
Bodega: 6 - COLSABOR UNICA,,,72.53,
10403A,CARMOSINA AL 10%,,72.53,
Producto: 10404 - DIOXIDO DE TITANIO,,,"23,200.00",
Bodega: 6 - COLSABOR UNICA,,,"23,200.00",
10404,DIOXIDO DE TITANIO,,"23,200.00",
Producto: 10405 - ERYTROSINA,,,"9,930.00",
Bodega: 6 - COLSABOR UNICA,,,"9,930.00",
10405,ERYTROSINA,,"9,930.00",
Producto: 10406 - ROJO PUNZO,,,"24,560.00",
Bodega: 6 - COLSABOR UNICA,,,"24,560.00",
10406,ROJO PUNZO,,"24,560.00",
Producto: 10406A - ROJO PUNZO AL 10%,,,447.12,
Bodega: 6 - COLSABOR UNICA,,,447.12,
10406A,ROJO PUNZO AL 10%,,447.12,
Producto: 10407 - ROJO Nª 40,,,"2,180.00",
Bodega: 6 - COLSABOR UNICA,,,"2,180.00",
10407,ROJO Nª 40,,"2,180.00",
Producto: 10408 - SUNSET,,,"30,740.00",
Bodega: 6 - COLSABOR UNICA,,,"30,740.00",
10408,SUNSET,,"30,740.00",
Producto: 10409 - TARTRAZINA,,,"17,550.00",
Bodega: 6 - COLSABOR UNICA,,,"17,550.00",
10409,TARTRAZINA,,"17,550.00",
Producto: 10409A - TARTRAZINA AL 10%,,,156.50,
Bodega: 6 - COLSABOR UNICA,,,156.50,
10409A,TARTRAZINA AL 10%,,156.50,
Producto: 10409S - TARTRAZINA SUPRA,,,"27,270.00",
Bodega: 6 - COLSABOR UNICA,,,"27,270.00",
10409S,TARTRAZINA SUPRA,,"27,270.00",
Producto: 10410 - TARTRAZINA LACA,,,37.01,
Bodega: 6 - COLSABOR UNICA,,,37.01,
10410,TARTRAZINA LACA,,37.01,
Producto: 10413 - INDIGOTINA,,,620.00,
Bodega: 6 - COLSABOR UNICA,,,620.00,
10413,INDIGOTINA,,620.00,
Producto: 10414 - AZUL 1 LACA 11-13% X G.,,,"4,697.95",
Bodega: 5 - BODEGA 5,,,"2,699.96",
10414,AZUL 1 LACA 11-13% X G.,,"2,699.96",
Bodega: 6 - COLSABOR UNICA,,,"1,997.99",
10414,AZUL 1 LACA 11-13% X G.,,"1,997.99",
Producto: 10421 - NEGRO PN,,,"1,330.00",
Bodega: 6 - COLSABOR UNICA,,,"1,330.00",
10421,NEGRO PN,,"1,330.00",
Producto: 10426 - ROJO #40 LACA X GR.,,,820.00,
Bodega: 6 - COLSABOR UNICA,,,820.00,
10426,ROJO #40 LACA X GR.,,820.00,
Producto: 10505 - VITAMINA D3 (100.000 U.I),,,"1,000.00",
Bodega: 6 - COLSABOR UNICA,,,"1,000.00",
10505,VITAMINA D3 (100.000 U.I),,"1,000.00",
Producto: 10601 - ACIDO CITRICO,,,"349,982.50",
Bodega: 6 - COLSABOR UNICA,,,"349,982.50",
10601,ACIDO CITRICO,,"349,982.50",
Producto: 10603 - SNOW FLAKE BAKERMAN,,,"30,376.00",
Bodega: 6 - COLSABOR UNICA,,,"30,376.00",
10603,SNOW FLAKE BAKERMAN,,"30,376.00",
Producto: 10604 - CITRATO DE SODIO,,,359.72,
Bodega: 6 - COLSABOR UNICA,,,359.72,
10604,CITRATO DE SODIO,,359.72,
Producto: 10605 - GLUTAMATO MONOSODICO,,,"45,000.00",
Bodega: 6 - COLSABOR UNICA,,,"45,000.00",
10605,GLUTAMATO MONOSODICO,,"45,000.00",
Producto: 10607 - GOMA XANTAN,,,"11,154.20",
Bodega: 6 - COLSABOR UNICA,,,"11,154.20",
10607,GOMA XANTAN,,"11,154.20",
Producto: 10609 - SAL,,,"548,050.00",
Bodega: 6 - COLSABOR UNICA,,,"548,050.00",
10609,SAL,,"548,050.00",
Producto: 10612 - PVH (VEGAMINA),,,"14,950.00",
Bodega: 6 - COLSABOR UNICA,,,"14,950.00",
10612,PVH (VEGAMINA),,"14,950.00",
Producto: 10613 - ADA AL 25%,,,"22,950.00",
Bodega: 6 - COLSABOR UNICA,,,"22,950.00",
10613,ADA AL 25%,,"22,950.00",
Producto: 10614 - GLUCOSA 11:30,,,"286,349.43",
Bodega: 6 - COLSABOR UNICA,,,"286,349.43",
10614,GLUCOSA 11:30,,"286,349.43",
Producto: 10616 - SULFATO DE SODIO,,,"328,000.00",
Bodega: 6 - COLSABOR UNICA,,,"328,000.00",
10616,SULFATO DE SODIO,,"328,000.00",
Producto: 10617 - COCOA BAJA EN GRASA,,,"15,750.00",
Bodega: 6 - COLSABOR UNICA,,,"15,750.00",
10617,COCOA BAJA EN GRASA,,"15,750.00",
Producto: 10618 - SACARINATO DE SODIO,,,"7,400.00",
Bodega: 6 - COLSABOR UNICA,,,"7,400.00",
10618,SACARINATO DE SODIO,,"7,400.00",
Producto: 10620 - OREGANO NATURAL EN POLVO X GR.,,,930.00,
Bodega: 6 - COLSABOR UNICA,,,930.00,
10620,OREGANO NATURAL EN POLVO X GR.,,930.00,
Producto: 10621 - CAFE INSTANTANEO,,,750.00,
Bodega: 6 - COLSABOR UNICA,,,750.00,
10621,CAFE INSTANTANEO,,750.00,
Producto: 10630 - EXTRACTO DE MALTA EN POLVO,,,"38,450.00",
Bodega: 6 - COLSABOR UNICA,,,"38,450.00",
10630,EXTRACTO DE MALTA EN POLVO,,"38,450.00",
Producto: 10631 - I + G,,,"14,420.00",
Bodega: 6 - COLSABOR UNICA,,,"14,420.00",
10631,I + G,,"14,420.00",
Producto: 10632 - GLUTEN VITAL,,,"17,550.00",
Bodega: 5 - BODEGA 5,,,"17,550.00",
10632,GLUTEN VITAL,,"17,550.00",
Producto: 10634 - TWEEN 60,,,"28,350.00",
Bodega: 6 - COLSABOR UNICA,,,"28,350.00",
10634,TWEEN 60,,"28,350.00",
Producto: 10635 - LIMON SPRAY PURO X GR.,,,"74,680.00",
Bodega: 6 - COLSABOR UNICA,,,"74,680.00",
10635,LIMON SPRAY PURO X GR.,,"74,680.00",
Producto: 10636 - ESTEVIA EN POLVO 250X,,,858.08,
Bodega: 6 - COLSABOR UNICA,,,858.08,
10636,ESTEVIA EN POLVO 250X,,858.08,
Producto: 10639 - DEXTROSA ANHIDRA,,,"50,000.00",
Bodega: 6 - COLSABOR UNICA,,,"50,000.00",
10639,DEXTROSA ANHIDRA,,"50,000.00",
Producto: 10640 - LICOR DE CACAO,,,"3,260.00",
Bodega: 6 - COLSABOR UNICA,,,"3,260.00",
10640,LICOR DE CACAO,,"3,260.00",
Producto: 10641 - BHT,,,410.00,
Bodega: 6 - COLSABOR UNICA,,,410.00,
10641,BHT,,410.00,
Producto: 10643 - AJO NATURAL EN POLVO,,,"1,718.00",
Bodega: 6 - COLSABOR UNICA,,,"1,718.00",
10643,AJO NATURAL EN POLVO,,"1,718.00",
Producto: 10644 - CEBOLLA NATURAL EN POLVO,,,"1,300.00",
Bodega: 6 - COLSABOR UNICA,,,"1,300.00",
10644,CEBOLLA NATURAL EN POLVO,,"1,300.00",
Producto: 10645 - PAPRIKA EN POLVO,,,135.00,
Bodega: 6 - COLSABOR UNICA,,,135.00,
10645,PAPRIKA EN POLVO,,135.00,
Producto: 10646 - BIRCH TAR AL 10%,,,561.00,
Bodega: 5 - BODEGA 5,,,561.00,
10646,BIRCH TAR AL 10%,,561.00,
Producto: 10647 - BIRCH TAR AL 0.1%,,,21.00,
Bodega: 6 - COLSABOR UNICA,,,21.00,
10647,BIRCH TAR AL 0.1%,,21.00,
Producto: 10650 - AGUA,,,"721,019.99",
Bodega: 6 - COLSABOR UNICA,,,"721,019.99",
10650,AGUA,,"721,019.99",
Producto: 10655 - PIMIENTA NATURAL MOLIDA,,,"1,180.00",
Bodega: 6 - COLSABOR UNICA,,,"1,180.00",
10655,PIMIENTA NATURAL MOLIDA,,"1,180.00",
Producto: 10656 - TWEEN 80,,,"10,800.00",
Bodega: 6 - COLSABOR UNICA,,,"10,800.00",
10656,TWEEN 80,,"10,800.00",
Producto: 10657 - ESTEVIA 50X,,,"1,001.00",
Bodega: 6 - COLSABOR UNICA,,,"1,001.00",
10657,ESTEVIA 50X,,"1,001.00",
Producto: 10658 - MORA FRUTA,,,"4,000.00",
Bodega: 6 - COLSABOR UNICA,,,"4,000.00",
10658,MORA FRUTA,,"4,000.00",
Producto: 10659 - MELOCOTON FRUTA,,,625.00,
Bodega: 6 - COLSABOR UNICA,,,625.00,
10659,MELOCOTON FRUTA,,625.00,
Producto: 10665 - R060 AL 10% EN POLVO,,,403.00,
Bodega: 6 - COLSABOR UNICA,,,403.00,
10665,R060 AL 10% EN POLVO,,403.00,
Producto: 10667 - EUCALIPTUS GLOBULUS,,,"7,805.00",
Bodega: 6 - COLSABOR UNICA,,,"7,805.00",
10667,EUCALIPTUS GLOBULUS,,"7,805.00",
Producto: 10669 - GRASA VEGETAL EN POLVO X GR.,,,"1,386.00",
Bodega: 5 - BODEGA 5,,,"1,386.00",
10669,GRASA VEGETAL EN POLVO X GR.,,"1,386.00",
Producto: 10670 - AJI NATURAL EN POLVO,,,"1,718.00",
Bodega: 6 - COLSABOR UNICA,,,"1,718.00",
10670,AJI NATURAL EN POLVO,,"1,718.00",
Producto: 10671 - CREMA DE LECHE EN POLVO X GR,,,203.00,
Bodega: 5 - BODEGA 5,,,203.00,
10671,CREMA DE LECHE EN POLVO X GR,,203.00,
Producto: 10672 - BIRCH TAR AL 0.01%,,,16.00,
Bodega: 6 - COLSABOR UNICA,,,16.00,
10672,BIRCH TAR AL 0.01%,,16.00,
Producto: 10673 - CAFE MOLIDO,,,600.00,
Bodega: 6 - COLSABOR UNICA,,,600.00,
10673,CAFE MOLIDO,,600.00,
Producto: 10679 - CLORURO DE POTASIO,,,"23,350.00",
Bodega: 6 - COLSABOR UNICA,,,"23,350.00",
10679,CLORURO DE POTASIO,,"23,350.00",
Producto: 107008 - S008,,,"41,500.00",
Bodega: 6 - COLSABOR UNICA,,,"41,500.00",
107008,S008,,"41,500.00",
Producto: 107035 - S035,,,"448,565.00",
Bodega: 6 - COLSABOR UNICA,,,"448,565.00",
107035,S035,,"448,565.00",
Producto: 107036 - S036,,,"316,660.00",
Bodega: 6 - COLSABOR UNICA,,,"316,660.00",
107036,S036,,"316,660.00",
Producto: 107038 - S038,,,"18,210.24",
Bodega: 6 - COLSABOR UNICA,,,"18,210.24",
107038,S038,,"18,210.24",
Producto: 107046 - S046,,,"5,500.00",
Bodega: 5 - BODEGA 5,,,"5,500.00",
107046,S046,,"5,500.00",
Producto: 107047 - S047,,,"33,300.00",
Bodega: 6 - COLSABOR UNICA,,,"33,300.00",
107047,S047,,"33,300.00",
Producto: 107087 - S087,,,"33,467.39",
Bodega: 6 - COLSABOR UNICA,,,"33,467.39",
107087,S087,,"33,467.39",
Producto: 107087R - S087R,,,"28,650.00",
Bodega: 6 - COLSABOR UNICA,,,"28,650.00",
107087R,S087R,,"28,650.00",
Producto: 107088 - S088,,,"16,340.00",
Bodega: 6 - COLSABOR UNICA,,,"16,340.00",
107088,S088,,"16,340.00",
Producto: 107095 - S095,,,"235,050.00",
Bodega: 6 - COLSABOR UNICA,,,"235,050.00",
107095,S095,,"235,050.00",
Producto: 107113 - S113,,,"19,200.00",
Bodega: 6 - COLSABOR UNICA,,,"19,200.00",
107113,S113,,"19,200.00",
Producto: 107123 - S123,,,"31,600.00",
Bodega: 6 - COLSABOR UNICA,,,"31,600.00",
107123,S123,,"31,600.00",
Producto: 107123A - S123A,,,"14,700.00",
Bodega: 6 - COLSABOR UNICA,,,"14,700.00",
107123A,S123A,,"14,700.00",
Producto: 107128 - S128,,,"25,000.00",
Bodega: 6 - COLSABOR UNICA,,,"25,000.00",
107128,S128,,"25,000.00",
Producto: 107136 - S136,,,"18,420.00",
Bodega: 6 - COLSABOR UNICA,,,"18,420.00",
107136,S136,,"18,420.00",
Producto: 107137 - S137,,,"75,650.00",
Bodega: 6 - COLSABOR UNICA,,,"75,650.00",
107137,S137,,"75,650.00",
Producto: 107188 - S188,,,"139,550.00",
Bodega: 6 - COLSABOR UNICA,,,"139,550.00",
107188,S188,,"139,550.00",
Producto: 107195 - S195,,,"9,600.00",
Bodega: 6 - COLSABOR UNICA,,,"9,600.00",
107195,S195,,"9,600.00",
Producto: 107197 - S197,,,"170,150.00",
Bodega: 6 - COLSABOR UNICA,,,"170,150.00",
107197,S197,,"170,150.00",
Producto: 107200 - S200,,,"159,850.00",
Bodega: 6 - COLSABOR UNICA,,,"159,850.00",
107200,S200,,"159,850.00",
Producto: 107201 - S201,,,"45,559.03",
Bodega: 6 - COLSABOR UNICA,,,"45,559.03",
107201,S201,,"45,559.03",
Producto: 107202 - S202,,,170.00,
Bodega: 5 - BODEGA 5,,,170.00,
107202,S202,,170.00,
Producto: 107203 - S203C,,,"100,000.00",
Bodega: 6 - COLSABOR UNICA,,,"100,000.00",
107203,S203C,,"100,000.00",
Producto: 107203A - S203A,,,"238,600.00",
Bodega: 6 - COLSABOR UNICA,,,"238,600.00",
107203A,S203A,,"238,600.00",
Producto: 107206 - S206,,,"25,488.67",
Bodega: 6 - COLSABOR UNICA,,,"25,488.67",
107206,S206,,"25,488.67",
Producto: 107210 - S210,,,"1,183.67",
Bodega: 6 - COLSABOR UNICA,,,"1,183.67",
107210,S210,,"1,183.67",
Producto: 107212 - S212,,,"14,800.00",
Bodega: 6 - COLSABOR UNICA,,,"14,800.00",
107212,S212,,"14,800.00",
Producto: 107214 - S214,,,"52,150.00",
Bodega: 6 - COLSABOR UNICA,,,"52,150.00",
107214,S214,,"52,150.00",
Producto: 107238 - S238,,,"14,000.00",
Bodega: 6 - COLSABOR UNICA,,,"14,000.00",
107238,S238,,"14,000.00",
Producto: 108006A - R006 AL 10%,,,-37.01,
Bodega: 6 - COLSABOR UNICA,,,-37.01,
108006A,R006 AL 10%,,-37.01,
Producto: 108006A50 - R006 AL 50%,,,"5,340.00",
Bodega: 6 - COLSABOR UNICA,,,"5,340.00",
108006A50,R006 AL 50%,,"5,340.00",
Producto: 108007A - R007 AL 10%,,,111.71,
Bodega: 6 - COLSABOR UNICA,,,111.71,
108007A,R007 AL 10%,,111.71,
Producto: 108012A - R012 AL 10%,,,347.00,
Bodega: 6 - COLSABOR UNICA,,,347.00,
108012A,R012 AL 10%,,347.00,
Producto: 108012A1 - R012 AL 1%,,,355.00,
Bodega: 6 - COLSABOR UNICA,,,355.00,
108012A1,R012 AL 1%,,355.00,
Producto: 108014A - R014 AL 10%,,,61.00,
Bodega: 6 - COLSABOR UNICA,,,61.00,
108014A,R014 AL 10%,,61.00,
Producto: 108014A1 - R014 AL 1%,,,32.00,
Bodega: 6 - COLSABOR UNICA,,,32.00,
108014A1,R014 AL 1%,,32.00,
Producto: 108015A - R015 AL 10%,,,38.74,
Bodega: 6 - COLSABOR UNICA,,,38.74,
108015A,R015 AL 10%,,38.74,
