,,,,
Saldos de productos,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,
811003961-9,,,,
"Miércoles, 31 de Diciembre de 2025 ",,,,
,,,,
,,,,
Código producto,Nombre producto,Referencia de fábrica,Saldo cantidades,
406024,SABOR CONCENTRADO CREMA DE LECHE LF-235 X KL,,8.80,
Producto: 406025 - SABOR CONCENTRADO MARACUYA PF-447R,,,20.40,
Bodega: 6 - COLSABOR UNICA,,,20.40,
406025,SABOR CONCENTRADO MARACUYA PF-447R,,20.40,
Producto: 406027 - SABOR CONCENTRADO CAPUCHINO CF-323 X KL,,,0.36,
Bodega: 6 - COLSABOR UNICA,,,0.36,
406027,SABOR CONCENTRADO CAPUCHINO CF-323 X KL,,0.36,
Producto: 406028 - SABOR CONCENTRADO CHOCOLATE CF-277,,,12.85,
Bodega: 6 - COLSABOR UNICA,,,12.85,
406028,SABOR CONCENTRADO CHOCOLATE CF-277,,12.85,
Producto: 406029 - SABOR CONCENTRADO DURAZNO PF-583 X KL,,,1.14,
Bodega: 6 - COLSABOR UNICA,,,1.14,
406029,SABOR CONCENTRADO DURAZNO PF-583 X KL,,1.14,
Producto: 406030 - SABOR CONCENTRADO FRUTOS DEL BOSQUE FF-328 X KL,,,0.88,
Bodega: 6 - COLSABOR UNICA,,,0.88,
406030,SABOR CONCENTRADO FRUTOS DEL BOSQUE FF-328 X KL,,0.88,
Producto: 406031 - SABOR CONCENTRADO EUCALIPTO EF-226,,,0.63,
Bodega: 6 - COLSABOR UNICA,,,0.63,
406031,SABOR CONCENTRADO EUCALIPTO EF-226,,0.63,
Producto: 406034 - SABOR CONCENTRADO CIRUELA CLAUDIA CF-321 X KL,,,3.32,
Bodega: 6 - COLSABOR UNICA,,,3.32,
406034,SABOR CONCENTRADO CIRUELA CLAUDIA CF-321 X KL,,3.32,
Producto: 406036 - SABOR CONCENTRADO FRESA SF-548 X KL,,,9.05,
Bodega: 6 - COLSABOR UNICA,,,9.05,
406036,SABOR CONCENTRADO FRESA SF-548 X KL,,9.05,
Producto: 406039 - SABOR CONCENTRADO FRESA SF-637R X KL,,,-0.07,
Bodega: 6 - COLSABOR UNICA,,,-0.07,
406039,SABOR CONCENTRADO FRESA SF-637R X KL,,-0.07,
Producto: 406041 - SABOR CONCENTRADO GUAYABA GF-209R X KL,,,0.12,
Bodega: 6 - COLSABOR UNICA,,,0.12,
406041,SABOR CONCENTRADO GUAYABA GF-209R X KL,,0.12,
Producto: 406042 - SABOR CONCENTRADO HIERBABUENA SF-292 X KL,,,3.07,
Bodega: 6 - COLSABOR UNICA,,,3.07,
406042,SABOR CONCENTRADO HIERBABUENA SF-292 X KL,,3.07,
Producto: 406044 - SABOR CONCENTRADO KETCHUP TC-299,,,2.14,
Bodega: 6 - COLSABOR UNICA,,,2.14,
406044,SABOR CONCENTRADO KETCHUP TC-299,,2.14,
Producto: 406045 - SABOR CONCENTRADO KETCHUP TC-301 X KL,,,0.60,
Bodega: 6 - COLSABOR UNICA,,,0.60,
406045,SABOR CONCENTRADO KETCHUP TC-301 X KL,,0.60,
Producto: 406047 - CAFE EXTRAIDO,,,2.25,
Bodega: 6 - COLSABOR UNICA,,,2.25,
406047,CAFE EXTRAIDO,,2.25,
Producto: 406048 - SABOR CONCENTRADO KOLA ROJA KF-567 X KL,,,5.15,
Bodega: 6 - COLSABOR UNICA,,,5.15,
406048,SABOR CONCENTRADO KOLA ROJA KF-567 X KL,,5.15,
Producto: 406049 - SABOR CONCENTRADO LECHE CONDENSADA LF-202 X KL,,,0.07,
Bodega: 6 - COLSABOR UNICA,,,0.07,
406049,SABOR CONCENTRADO LECHE CONDENSADA LF-202 X KL,,0.07,
Producto: 406051 - SABOR CONCENTRADO LIMON LF-238A X KL,,,29.25,
Bodega: 6 - COLSABOR UNICA,,,29.25,
406051,SABOR CONCENTRADO LIMON LF-238A X KL,,29.25,
Producto: 406052 - SABOR CONCENTRADO MANTEQUILLA BF-404DC X KG.,,,16.20,
Bodega: 6 - COLSABOR UNICA,,,16.20,
406052,SABOR CONCENTRADO MANTEQUILLA BF-404DC X KG.,,16.20,
Producto: 406053 - SABOR CONCENTRADO MANDARINA MF-239A X KL,,,0.13,
Bodega: 6 - COLSABOR UNICA,,,0.13,
406053,SABOR CONCENTRADO MANDARINA MF-239A X KL,,0.13,
Producto: 406054 - SABOR CONCENTRADO MANDARINA MF-239RDC X KL,,,1.27,
Bodega: 6 - COLSABOR UNICA,,,1.27,
406054,SABOR CONCENTRADO MANDARINA MF-239RDC X KL,,1.27,
Producto: 406057 - MANTEQUILLA BF-684,,,1.12,
Bodega: 6 - COLSABOR UNICA,,,1.12,
406057,MANTEQUILLA BF-684,,1.12,
Producto: 406058 - SABOR CONCENTRADO MANI MF-261T X KL,,,1.66,
Bodega: 6 - COLSABOR UNICA,,,1.66,
406058,SABOR CONCENTRADO MANI MF-261T X KL,,1.66,
Producto: 406059 - SABOR CONCENTRADO MANTECADO MF-242 X KL,,,8.55,
Bodega: 6 - COLSABOR UNICA,,,8.55,
406059,SABOR CONCENTRADO MANTECADO MF-242 X KL,,8.55,
Producto: 406060 - SABOR CONCENTRADO MANTEQUILLA BF-240 X KL,,,2.90,
Bodega: 6 - COLSABOR UNICA,,,2.90,
406060,SABOR CONCENTRADO MANTEQUILLA BF-240 X KL,,2.90,
Producto: 406061 - SABOR CONCENTRADO MORA CASTILLA BF-377 X KL,,,0.95,
Bodega: 6 - COLSABOR UNICA,,,0.95,
406061,SABOR CONCENTRADO MORA CASTILLA BF-377 X KL,,0.95,
Producto: 406063 - SABOR CONCENTRADO MANZANA ROJA AF-270 X KL,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
406063,SABOR CONCENTRADO MANZANA ROJA AF-270 X KL,,4.00,
Producto: 406064 - SABOR CONCENTRADO MANZANA VERDE AF-642 X KL,,,6.85,
Bodega: 6 - COLSABOR UNICA,,,6.85,
406064,SABOR CONCENTRADO MANZANA VERDE AF-642 X KL,,6.85,
Producto: 406066 - SABOR CONCENTRADO MAPLE MF-579 X KL,,,3.70,
Bodega: 6 - COLSABOR UNICA,,,3.70,
406066,SABOR CONCENTRADO MAPLE MF-579 X KL,,3.70,
Producto: 406067 - SABOR CONCENTRADO MARACUYA PF-447 X KL,,,4.99,
Bodega: 6 - COLSABOR UNICA,,,4.99,
406067,SABOR CONCENTRADO MARACUYA PF-447 X KL,,4.99,
Producto: 406068 - SABOR CONCENTRADO MARACUYA PF-447T X KL,,,1.65,
Bodega: 6 - COLSABOR UNICA,,,1.65,
406068,SABOR CONCENTRADO MARACUYA PF-447T X KL,,1.65,
Producto: 406072 - SABOR CONCENTRADO MENTA MF-430 X KL,,,7.08,
Bodega: 6 - COLSABOR UNICA,,,7.08,
406072,SABOR CONCENTRADO MENTA MF-430 X KL,,7.08,
Producto: 406073 - SABOR CONCENTRADO MENTA PIPERITA MF-636 X KL,,,0.97,
Bodega: 6 - COLSABOR UNICA,,,0.97,
406073,SABOR CONCENTRADO MENTA PIPERITA MF-636 X KL,,0.97,
Producto: 406074 - SABOR CONCENTRADO MENTA PIPERITA MF-343 X KL,,,0.36,
Bodega: 6 - COLSABOR UNICA,,,0.36,
406074,SABOR CONCENTRADO MENTA PIPERITA MF-343 X KL,,0.36,
Producto: 406075 - SABOR CONCENTRADO MIEL HF-426 X KL,,,14.80,
Bodega: 6 - COLSABOR UNICA,,,14.80,
406075,SABOR CONCENTRADO MIEL HF-426 X KL,,14.80,
Producto: 406077 - SABOR CONCENTRADO MORA BF-690A X KL,,,5.80,
Bodega: 6 - COLSABOR UNICA,,,5.80,
406077,SABOR CONCENTRADO MORA BF-690A X KL,,5.80,
Producto: 406078 - SABOR CONCENTRADO MORA BF-690T X KL,,,3.70,
Bodega: 6 - COLSABOR UNICA,,,3.70,
406078,SABOR CONCENTRADO MORA BF-690T X KL,,3.70,
Producto: 406079 - SABOR CONCENTRADO MOSTAZA MC-613 X KL,,,2.65,
Bodega: 6 - COLSABOR UNICA,,,2.65,
406079,SABOR CONCENTRADO MOSTAZA MC-613 X KL,,2.65,
Producto: 406080 - SABOR CONCENTRADO NARANJA OF-584 A X KL,,,6.80,
Bodega: 6 - COLSABOR UNICA,,,6.80,
406080,SABOR CONCENTRADO NARANJA OF-584 A X KL,,6.80,
Producto: 406083 - SABOR CONCENTRADO CAFE CF-596R,,,2.19,
Bodega: 6 - COLSABOR UNICA,,,2.19,
406083,SABOR CONCENTRADO CAFE CF-596R,,2.19,
Producto: 406085 - SABOR CONCENTRADO OREGANO OC-614 X KL,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
406085,SABOR CONCENTRADO OREGANO OC-614 X KL,,2.00,
Producto: 406086 - SABOR CONCENTRADO NATA MANI NF-344 X KL,,,0.15,
Bodega: 6 - COLSABOR UNICA,,,0.15,
406086,SABOR CONCENTRADO NATA MANI NF-344 X KL,,0.15,
Producto: 406087 - SABOR CONCENTRADO PIMENTON PC-247 X KL,,,0.29,
Bodega: 6 - COLSABOR UNICA,,,0.29,
406087,SABOR CONCENTRADO PIMENTON PC-247 X KL,,0.29,
Producto: 406089 - SABOR CONCENTRADO PIÑA PF-250 X KL,,,5.90,
Bodega: 6 - COLSABOR UNICA,,,5.90,
406089,SABOR CONCENTRADO PIÑA PF-250 X KL,,5.90,
Producto: 406091 - SABOR CONCENTRADO PIÑA PF-609A X KL,,,3.85,
Bodega: 6 - COLSABOR UNICA,,,3.85,
406091,SABOR CONCENTRADO PIÑA PF-609A X KL,,3.85,
Producto: 406092 - SABOR CONCENTRADO PIÑA COLADA PF-257 X KL,,,1.75,
Bodega: 6 - COLSABOR UNICA,,,1.75,
406092,SABOR CONCENTRADO PIÑA COLADA PF-257 X KL,,1.75,
Producto: 406093 - SABOR CONCENTRADO PISTACHO PF-260 X KL,,,0.13,
Bodega: 6 - COLSABOR UNICA,,,0.13,
406093,SABOR CONCENTRADO PISTACHO PF-260 X KL,,0.13,
Producto: 406094 - SABOR CONCENTRADO POLLO CONDIMENTO CC-620 X KL,,,0.55,
Bodega: 6 - COLSABOR UNICA,,,0.55,
406094,SABOR CONCENTRADO POLLO CONDIMENTO CC-620 X KL,,0.55,
Producto: 406095 - SABOR CONCENTRADO ROSA RF-577 X KL,,,0.17,
Bodega: 6 - COLSABOR UNICA,,,0.17,
406095,SABOR CONCENTRADO ROSA RF-577 X KL,,0.17,
Producto: 406096 - SABOR CONCENTRADO PONQUE PF-249 X KL,,,62.25,
Bodega: 6 - COLSABOR UNICA,,,62.25,
406096,SABOR CONCENTRADO PONQUE PF-249 X KL,,62.25,
Producto: 406097 - SABOR CONCENTRADO QUESO CF-294 X KL,,,40.45,
Bodega: 6 - COLSABOR UNICA,,,40.45,
406097,SABOR CONCENTRADO QUESO CF-294 X KL,,40.45,
Producto: 406099 - SABOR CONCENTRADO QUESO CREMA CF-262 X KL,,,1.18,
Bodega: 6 - COLSABOR UNICA,,,1.18,
406099,SABOR CONCENTRADO QUESO CREMA CF-262 X KL,,1.18,
Producto: 406101 - SABOR CONCENTRADO RON PASAS RF-251 X KL,,,3.60,
Bodega: 6 - COLSABOR UNICA,,,3.60,
406101,SABOR CONCENTRADO RON PASAS RF-251 X KL,,3.60,
Producto: 406102 - SABOR CONCENTRADO RON ROYALE RF-253R X KL,,,8.75,
Bodega: 6 - COLSABOR UNICA,,,8.75,
406102,SABOR CONCENTRADO RON ROYALE RF-253R X KL,,8.75,
Producto: 406106 - SABOR CONCENTRADO TUTTI FRUTI TF-254A X KL,,,1.95,
Bodega: 6 - COLSABOR UNICA,,,1.95,
406106,SABOR CONCENTRADO TUTTI FRUTI TF-254A X KL,,1.95,
Producto: 406107 - SABOR CONCENTRADO TUTTI FRUTI TF-254T X KL,,,1.75,
Bodega: 6 - COLSABOR UNICA,,,1.75,
406107,SABOR CONCENTRADO TUTTI FRUTI TF-254T X KL,,1.75,
Producto: 406109 - SABOR CONCENTRADO UVA GF-602,,,0.27,
Bodega: 6 - COLSABOR UNICA,,,0.27,
406109,SABOR CONCENTRADO UVA GF-602,,0.27,
Producto: 406112 - SABOR CONCENTRADO VAINILLA VF-263R X KL,,,24.10,
Bodega: 6 - COLSABOR UNICA,,,24.10,
406112,SABOR CONCENTRADO VAINILLA VF-263R X KL,,24.10,
Producto: 406113 - SABOR CONCENTRADO VINO VF-580 X KL,,,5.90,
Bodega: 6 - COLSABOR UNICA,,,5.90,
406113,SABOR CONCENTRADO VINO VF-580 X KL,,5.90,
Producto: 406117 - SABOR CONCENTRADO LECHE UHT MF-362R X KL,,,0.16,
Bodega: 6 - COLSABOR UNICA,,,0.16,
406117,SABOR CONCENTRADO LECHE UHT MF-362R X KL,,0.16,
Producto: 406118 - SABOR CONCENTRADO MACADAMIA MF-276 X KL,,,1.97,
Bodega: 6 - COLSABOR UNICA,,,1.97,
406118,SABOR CONCENTRADO MACADAMIA MF-276 X KL,,1.97,
Producto: 406119 - SABOR CONCENTRADO TRES LECHE MF-432 X KL.,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
406119,SABOR CONCENTRADO TRES LECHE MF-432 X KL.,,4.00,
Producto: 406121 - SABOR CONCENTRADO NARANJA OF-274 X KL,,,2.25,
Bodega: 6 - COLSABOR UNICA,,,2.25,
406121,SABOR CONCENTRADO NARANJA OF-274 X KL,,2.25,
Producto: 406123 - SABOR CONCENTRADO CEREZA CF-311 X KL,,,15.80,
Bodega: 6 - COLSABOR UNICA,,,15.80,
406123,SABOR CONCENTRADO CEREZA CF-311 X KL,,15.80,
Producto: 406128 - SABOR CONCENTRADO QUESO CF-415 X KL,,,20.50,
Bodega: 6 - COLSABOR UNICA,,,20.50,
406128,SABOR CONCENTRADO QUESO CF-415 X KL,,20.50,
Producto: 406129 - VAINILLA VF-236T,,,2.10,
Bodega: 6 - COLSABOR UNICA,,,2.10,
406129,VAINILLA VF-236T,,2.10,
Producto: 406130 - SABOR CONCENTRADO VAINILLA VF 263RTDC X KG,,,10.25,
Bodega: 6 - COLSABOR UNICA,,,10.25,
406130,SABOR CONCENTRADO VAINILLA VF 263RTDC X KG,,10.25,
Producto: 406135 - SABOR CONCENTRADO PANELA PF-285R X KL,,,3.52,
Bodega: 6 - COLSABOR UNICA,,,3.52,
406135,SABOR CONCENTRADO PANELA PF-285R X KL,,3.52,
Producto: 406137 - SABOR CONCENTRADO MELOCOTON PF-585 X KL,,,0.22,
Bodega: 6 - COLSABOR UNICA,,,0.22,
406137,SABOR CONCENTRADO MELOCOTON PF-585 X KL,,0.22,
Producto: 406140 - SABOR CONCENTRADO FRESA SF-637 RDC X KL,,,3.41,
Bodega: 6 - COLSABOR UNICA,,,3.41,
406140,SABOR CONCENTRADO FRESA SF-637 RDC X KL,,3.41,
Producto: 406142 - SABOR CONCENTRADO CARAMELO CF-305 X KL,,,6.65,
Bodega: 6 - COLSABOR UNICA,,,6.65,
406142,SABOR CONCENTRADO CARAMELO CF-305 X KL,,6.65,
Producto: 406143 - VAINILLA LACTEA VF-689,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
406143,VAINILLA LACTEA VF-689,,1.00,
Producto: 406144 - SABOR CONCENTRADO NATURAL HIERBA BUENA SF-292N X KG.,,,1.01,
Bodega: 6 - COLSABOR UNICA,,,1.01,
406144,SABOR CONCENTRADO NATURAL HIERBA BUENA SF-292N X KG.,,1.01,
Producto: 406145 - SABOR CONCENTRADO AREQUIPE AF-208 X KL,,,28.20,
Bodega: 6 - COLSABOR UNICA,,,28.20,
406145,SABOR CONCENTRADO AREQUIPE AF-208 X KL,,28.20,
Producto: 406146 - SABOR CONCENTRADO DURAZNO PF-582 X KL,,,3.90,
Bodega: 6 - COLSABOR UNICA,,,3.90,
406146,SABOR CONCENTRADO DURAZNO PF-582 X KL,,3.90,
Producto: 406147 - SABOR CONCENTRADO MENTA MF-430R X KG.,,,0.29,
Bodega: 6 - COLSABOR UNICA,,,0.29,
406147,SABOR CONCENTRADO MENTA MF-430R X KG.,,0.29,
Producto: 406148 - SABOR CONCENTRADO VINAGRE DE FRUTAS VF-334 X KL,,,0.42,
Bodega: 6 - COLSABOR UNICA,,,0.42,
406148,SABOR CONCENTRADO VINAGRE DE FRUTAS VF-334 X KL,,0.42,
Producto: 406149 - SABOR CONCENTRADO YOGURT YF-329R X KL,,,6.14,
Bodega: 6 - COLSABOR UNICA,,,6.14,
406149,SABOR CONCENTRADO YOGURT YF-329R X KL,,6.14,
Producto: 406150 - SABOR CONCENTRADO CIDRON CF-322R X KL,,,12.70,
Bodega: 6 - COLSABOR UNICA,,,12.70,
406150,SABOR CONCENTRADO CIDRON CF-322R X KL,,12.70,
Producto: 406151 - SABOR CONCENTRADO YOGURT DE MELOCOTON YF-336,,,0.47,
Bodega: 6 - COLSABOR UNICA,,,0.47,
406151,SABOR CONCENTRADO YOGURT DE MELOCOTON YF-336,,0.47,
Producto: 406152 - SABOR CONCENTRADO YOGURT DE FRESA YF-331 X KL,,,0.96,
Bodega: 6 - COLSABOR UNICA,,,0.96,
406152,SABOR CONCENTRADO YOGURT DE FRESA YF-331 X KL,,0.96,
Producto: 406153 - SABOR CONCENTRADO AJI PARRILLA CC-413 X KG.,,,0.06,
Bodega: 6 - COLSABOR UNICA,,,0.06,
406153,SABOR CONCENTRADO AJI PARRILLA CC-413 X KG.,,0.06,
Producto: 406154 - SABOR CONCENTRADO SALSA INGLESA BC-300 X KL,,,2.10,
Bodega: 6 - COLSABOR UNICA,,,2.10,
406154,SABOR CONCENTRADO SALSA INGLESA BC-300 X KL,,2.10,
Producto: 406158 - SABOR CONCENTRADO CEREZA CF-220T X KL,,,0.46,
Bodega: 6 - COLSABOR UNICA,,,0.46,
406158,SABOR CONCENTRADO CEREZA CF-220T X KL,,0.46,
Producto: 406165 - SABOR CONCENTRADO KOLA ROJA KF-312 X KL,,,1.06,
Bodega: 6 - COLSABOR UNICA,,,1.06,
406165,SABOR CONCENTRADO KOLA ROJA KF-312 X KL,,1.06,
Producto: 406167 - SABOR CONCENTRADO VAINILLA VF-263RT X KL,,,0.14,
Bodega: 6 - COLSABOR UNICA,,,0.14,
406167,SABOR CONCENTRADO VAINILLA VF-263RT X KL,,0.14,
Producto: 406168 - SABOR CONCENTRADO RON RF-333 R X KL,,,0.06,
Bodega: 6 - COLSABOR UNICA,,,0.06,
406168,SABOR CONCENTRADO RON RF-333 R X KL,,0.06,
Producto: 406170 - SABOR CONCENTRADO PASITO MOSCATEL VF-378 X KL,,,0.69,
Bodega: 6 - COLSABOR UNICA,,,0.69,
406170,SABOR CONCENTRADO PASITO MOSCATEL VF-378 X KL,,0.69,
Producto: 406171 - SABOR CONCENTRADO MAIZ DULCE MF-770 X KG.,,,0.47,
Bodega: 6 - COLSABOR UNICA,,,0.47,
406171,SABOR CONCENTRADO MAIZ DULCE MF-770 X KG.,,0.47,
Producto: 406172 - SABOR CONCENTRADO AREQUIPE GC-003 X KL,,,58.90,
Bodega: 6 - COLSABOR UNICA,,,58.90,
406172,SABOR CONCENTRADO AREQUIPE GC-003 X KL,,58.90,
Producto: 406173 - SABOR CONCENTRADO CREMA DE WHISKEY WF-373 X KL,,,2.85,
Bodega: 6 - COLSABOR UNICA,,,2.85,
406173,SABOR CONCENTRADO CREMA DE WHISKEY WF-373 X KL,,2.85,
Producto: 406174 - SABOR CONCENTRADO FRESA SF-350 X KL,,,0.26,
Bodega: 6 - COLSABOR UNICA,,,0.26,
406174,SABOR CONCENTRADO FRESA SF-350 X KL,,0.26,
Producto: 406175 - SABOR CONCENTRADO FRESA NI GC-001 X KG.,,,40.95,
Bodega: 6 - COLSABOR UNICA,,,40.95,
406175,SABOR CONCENTRADO FRESA NI GC-001 X KG.,,40.95,
Producto: 406176 - SABOR CONCENTRADO KOLA CHAMPAÑA KF-363R X KL,,,1.05,
Bodega: 6 - COLSABOR UNICA,,,1.05,
406176,SABOR CONCENTRADO KOLA CHAMPAÑA KF-363R X KL,,1.05,
Producto: 406179 - SABOR CONCENTRADO MORA BF-374 X KL,,,5.55,
Bodega: 6 - COLSABOR UNICA,,,5.55,
406179,SABOR CONCENTRADO MORA BF-374 X KL,,5.55,
Producto: 406180 - SABOR CONCENTRADO KIWI KF-387 X KL,,,3.89,
Bodega: 6 - COLSABOR UNICA,,,3.89,
406180,SABOR CONCENTRADO KIWI KF-387 X KL,,3.89,
Producto: 406181 - SABOR CONCENTRADO TIRAMISU TF-358 XKL,,,2.94,
Bodega: 6 - COLSABOR UNICA,,,2.94,
406181,SABOR CONCENTRADO TIRAMISU TF-358 XKL,,2.94,
Producto: 406182 - SABOR CONCENTRADO CAFE  CF-218 X KL,,,5.95,
Bodega: 6 - COLSABOR UNICA,,,5.95,
406182,SABOR CONCENTRADO CAFE  CF-218 X KL,,5.95,
Producto: 406183 - SABOR CONCENTRADO CHICLE BF-370 X KL,,,2.28,
Bodega: 6 - COLSABOR UNICA,,,2.28,
406183,SABOR CONCENTRADO CHICLE BF-370 X KL,,2.28,
Producto: 406189 - SABOR CONCENTRADO MAYONESA MF-267R X KL,,,2.17,
Bodega: 6 - COLSABOR UNICA,,,2.17,
406189,SABOR CONCENTRADO MAYONESA MF-267R X KL,,2.17,
Producto: 406191 - SABOR CONCENTRADO SANDIA WF-608 X KL,,,1.75,
Bodega: 6 - COLSABOR UNICA,,,1.75,
406191,SABOR CONCENTRADO SANDIA WF-608 X KL,,1.75,
Producto: 406194 - SABOR CONCENTRADO SANDIA WF-608T X KL,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
406194,SABOR CONCENTRADO SANDIA WF-608T X KL,,3.00,
Producto: 406195 - SABOR CONCENTRADO MORTADELA MC-601 X KL,,,0.13,
Bodega: 6 - COLSABOR UNICA,,,0.13,
406195,SABOR CONCENTRADO MORTADELA MC-601 X KL,,0.13,
Producto: 406196 - SABOR CONCENTRADO BARBECUE PICANTE BC-604 X KL,,,1.94,
Bodega: 6 - COLSABOR UNICA,,,1.94,
406196,SABOR CONCENTRADO BARBECUE PICANTE BC-604 X KL,,1.94,
Producto: 406199 - SABOR CONCENTRADO FRAMBUESA RF-227 X KL,,,2.80,
Bodega: 6 - COLSABOR UNICA,,,2.80,
406199,SABOR CONCENTRADO FRAMBUESA RF-227 X KL,,2.80,
Producto: 406201 - SABOR CONCENTRADO VAINILLA VF-499 X KG,,,10.15,
Bodega: 6 - COLSABOR UNICA,,,10.15,
406201,SABOR CONCENTRADO VAINILLA VF-499 X KG,,10.15,
Producto: 406203 - SABOR CONCENTRADO MORA BF-688A X KL,,,4.70,
Bodega: 6 - COLSABOR UNICA,,,4.70,
406203,SABOR CONCENTRADO MORA BF-688A X KL,,4.70,
Producto: 406204 - SABOR CONCENTRADO MORA BF-688T X KL,,,2.29,
Bodega: 6 - COLSABOR UNICA,,,2.29,
406204,SABOR CONCENTRADO MORA BF-688T X KL,,2.29,
Producto: 406205 - SABOR CONCENTRADO RON CUBANO RF-258R X KL,,,4.45,
Bodega: 6 - COLSABOR UNICA,,,4.45,
406205,SABOR CONCENTRADO RON CUBANO RF-258R X KL,,4.45,
Producto: 406206 - SABOR CONCENTRADO AREQUIPE AF-208DC X KL,,,3.91,
Bodega: 6 - COLSABOR UNICA,,,3.91,
406206,SABOR CONCENTRADO AREQUIPE AF-208DC X KL,,3.91,
Producto: 406207 - SABOR CONCENTRADO AREQUIPE AF-625DC X KL,,,1.95,
Bodega: 6 - COLSABOR UNICA,,,1.95,
406207,SABOR CONCENTRADO AREQUIPE AF-625DC X KL,,1.95,
Producto: 406208 - SABOR CONCENTRADO CHICLE GF-002 X KL,,,13.85,
Bodega: 6 - COLSABOR UNICA,,,13.85,
406208,SABOR CONCENTRADO CHICLE GF-002 X KL,,13.85,
Producto: 406209 - SABOR CONCENTRADO NARANJA OF-584 T X KL,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
406209,SABOR CONCENTRADO NARANJA OF-584 T X KL,,3.00,
Producto: 406212 - SABOR CONCENTRADO UVA GF-603 X KL,,,0.64,
Bodega: 6 - COLSABOR UNICA,,,0.64,
406212,SABOR CONCENTRADO UVA GF-603 X KL,,0.64,
Producto: 406213 - SABOR CONCENTRADO MORA AZUL BF-421T X KL.,,,0.10,
Bodega: 6 - COLSABOR UNICA,,,0.10,
406213,SABOR CONCENTRADO MORA AZUL BF-421T X KL.,,0.10,
Producto: 406215 - SABOR CONCENTRADO TOCINETA TF-605 X KL,,,3.35,
Bodega: 6 - COLSABOR UNICA,,,3.35,
406215,SABOR CONCENTRADO TOCINETA TF-605 X KL,,3.35,
Producto: 406217 - SABOR CONCENTRADO AREQUIPE AF-385 X KL,,,0.26,
Bodega: 6 - COLSABOR UNICA,,,0.26,
406217,SABOR CONCENTRADO AREQUIPE AF-385 X KL,,0.26,
Producto: 406218 - SABOR CONCENTRADO TORONJA AMARILLA GF-318R X KL,,,0.94,
Bodega: 6 - COLSABOR UNICA,,,0.94,
406218,SABOR CONCENTRADO TORONJA AMARILLA GF-318R X KL,,0.94,
Producto: 406219 - SABOR CONCENTRADO MARGARINA MF-304 RT X KL,,,2.05,
Bodega: 6 - COLSABOR UNICA,,,2.05,
406219,SABOR CONCENTRADO MARGARINA MF-304 RT X KL,,2.05,
Producto: 406221 - SABOR CONCENTRADO NATA NF-442 X KL,,,2.55,
Bodega: 6 - COLSABOR UNICA,,,2.55,
406221,SABOR CONCENTRADO NATA NF-442 X KL,,2.55,
Producto: 406222 - SABOR CONCENTRADO CAFE CF-643.,,,0.11,
Bodega: 6 - COLSABOR UNICA,,,0.11,
406222,SABOR CONCENTRADO CAFE CF-643.,,0.11,
Producto: 406230 - SABOR CONCENTRADO BROWNIE BF-384 X KL,,,1.02,
Bodega: 6 - COLSABOR UNICA,,,1.02,
406230,SABOR CONCENTRADO BROWNIE BF-384 X KL,,1.02,
Producto: 406231 - SABOR CONCENTRADO AVELLANA AF-480 X KG.,,,2.85,
Bodega: 6 - COLSABOR UNICA,,,2.85,
406231,SABOR CONCENTRADO AVELLANA AF-480 X KG.,,2.85,
Producto: 406232 - SABOR CONCENTRADO MORA BF-374DC X KG.,,,0.29,
Bodega: 6 - COLSABOR UNICA,,,0.29,
406232,SABOR CONCENTRADO MORA BF-374DC X KG.,,0.29,
Producto: 406233 - SABOR CONCENTRADO FRUTOS ROJOS RF-402DC X KG.,,,5.95,
Bodega: 6 - COLSABOR UNICA,,,5.95,
406233,SABOR CONCENTRADO FRUTOS ROJOS RF-402DC X KG.,,5.95,
Producto: 406234 - SABOR CONCENTRADO CEREZA CF-311DC X KG.,,,1.76,
Bodega: 6 - COLSABOR UNICA,,,1.76,
406234,SABOR CONCENTRADO CEREZA CF-311DC X KG.,,1.76,
Producto: 406235 - SABOR CONCENTRADO FRESA GC-001DC,,,1.80,
Bodega: 6 - COLSABOR UNICA,,,1.80,
406235,SABOR CONCENTRADO FRESA GC-001DC,,1.80,
Producto: 406238 - SABOR CONCENTRADO FRUTOS ROJOS RF-402 X KG.,,,11.35,
Bodega: 6 - COLSABOR UNICA,,,11.35,
406238,SABOR CONCENTRADO FRUTOS ROJOS RF-402 X KG.,,11.35,
Producto: 406239 - SABOR CONCENTRADO VINO MOSCATEL VF-455,,,0.85,
Bodega: 6 - COLSABOR UNICA,,,0.85,
406239,SABOR CONCENTRADO VINO MOSCATEL VF-455,,0.85,
Producto: 406241 - SABOR CONCENTRADO COOKIES AND CREAM CF-440,,,2.78,
Bodega: 6 - COLSABOR UNICA,,,2.78,
406241,SABOR CONCENTRADO COOKIES AND CREAM CF-440,,2.78,
Producto: 406246 - SABOR CONCENTRADO LULO LF-435,,,1.70,
Bodega: 6 - COLSABOR UNICA,,,1.70,
