,,,,,,,,,,,
Ventas por producto,,,,,,,,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,,,,,,,,
811003961-9,,,,,,,,,,,
De Enero 01 2025 a Diciembre 31 2025 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Código producto,Nombre producto,Referencia fábrica,Grupo inventario,Cantidad vendida,Valor bruto,Descuento,Subtotal,Impuesto cargo,Impuesto retención,Total,
10603,SNOW FLAKE BAKERMAN,,MATERIAS PRIMAS,"144,000.00","2,781,500.00",0.00,"2,781,500.00","528,485.00",0.00,"3,309,985.00",
41320,CAFE AROMA CA-519 X KG,,PRODUCTO EN PROCESO,1.00,"21,000.00",0.00,"21,000.00","3,990.00",0.00,"24,990.00",
311237,SABOR CONCENTRADO FRUTOS ROJOS RF-402 COLOR X KG,,PRODUCTO EN PROCESO,520.00,"26,884,000.00",0.00,"26,884,000.00","5,107,960.00",0.00,"31,991,960.00",
311115,VAINILLA VF-236T,,PRODUCTO TERMINADO,4.00,"215,600.00",0.00,"215,600.00","40,964.00",0.00,"256,564.00",
32827,JARABE DE MORAZUL X KG.,,PRODUCTO TERMINADO,1.00,"6,500.00",0.00,"6,500.00","1,235.00",0.00,"7,735.00",
32101,ESENCIA MISSFLAVOR MANTECADO X 500 CC,,PRODUCTO TERMINADO,5.00,"18,600.00",0.00,"18,600.00","3,534.00",0.00,"22,134.00",
315107,COLOR CHOCOLATE LIQUIDO X 14 G.,,PRODUCTO TERMINADO,61.00,"93,100.00",0.00,"93,100.00","17,689.00",0.00,"110,789.00",
315279,COLOR CAFE GEL X 80 CC,,PRODUCTO TERMINADO,2.00,"9,300.00",0.00,"9,300.00","1,767.00",0.00,"11,067.00",
30275,ESENCIA COLSABOR CHOCOLO X 3850 CC,,PRODUCTO TERMINADO,9.00,"467,450.00",0.00,"467,450.00","88,815.50",0.00,"556,265.50",
30482,ESENCIA COLSABOR CHOCOLO X 70 CC,,PRODUCTO TERMINADO,6.00,"8,600.00",0.00,"8,600.00","1,634.00",0.00,"10,234.00",
32258,ESENCIA MISSFLAVOR CANELA X 1 LT.,,PRODUCTO TERMINADO,2.00,"10,700.00",0.00,"10,700.00","2,033.00",0.00,"12,733.00",
32561,NARANJA MISSFLAVOR X 1 LT,,PRODUCTO TERMINADO,2.00,"11,100.00",0.00,"11,100.00","2,109.00",0.00,"13,209.00",
315251,COLOR VERDE LIMON GEL X 80 GR,,PRODUCTO TERMINADO,1.00,"4,200.00",0.00,"4,200.00",798.00,0.00,"4,998.00",
31865,ENDULZANTE SACARIN 15X KG.,,PRODUCTO TERMINADO,500.00,"4,548,000.00",0.00,"4,548,000.00","864,120.00",0.00,"5,412,120.00",
320016,ESENCIA COLSABOR VAINILLA BLANCA Z X 1LT.,,PRODUCTO TERMINADO,3.00,"45,600.00",0.00,"45,600.00","8,664.00",0.00,"54,264.00",
311107,TOMATE TC-082,,PRODUCTO TERMINADO,80.00,"5,135,000.00",0.00,"5,135,000.00","975,650.00",0.00,"6,110,650.00",
30368,ESENCIA COLSABOR RED VELVET X 500 CC.,,PRODUCTO TERMINADO,62.00,"337,500.00",0.00,"337,500.00","64,125.00",0.00,"401,625.00",
31007,SABOR CONCENTRADO CEBOLLA OC-615 KG.,,PRODUCTO TERMINADO,28.00,"1,097,600.00",0.00,"1,097,600.00","208,544.00",0.00,"1,306,144.00",
31498,FRUTOS ROJOS POLVO STND SIN COLOR X KG,,PRODUCTO TERMINADO,50.00,"1,195,000.00",0.00,"1,195,000.00","227,050.00",0.00,"1,422,050.00",
31540,COLOR PIEL ECO X KG.,,PRODUCTO TERMINADO,5.00,"75,000.00",0.00,"75,000.00","14,250.00",0.00,"89,250.00",
31854,ESENCIA CEREZA CAKE CONCENTRADA 13% X 20 LTS.,,PRODUCTO TERMINADO,251.00,"15,860,000.00",0.00,"15,860,000.00","3,013,400.00",0.00,"18,873,400.00",
31463,SABOR POLVO STAND QUESO CHEDDAR X KG.,,PRODUCTO TERMINADO,2.00,"32,000.00",0.00,"32,000.00","6,080.00",0.00,"38,080.00",
31431,SABOR POLVO STND UVA CONCOLOR X KG,,PRODUCTO TERMINADO,7.00,"231,700.00",0.00,"231,700.00","44,023.00",0.00,"275,723.00",
30126,ESENCIA COLSABOR GALLETA NEGRA X 25 KG.,,PRODUCTO TERMINADO,135.00,"10,219,700.00",0.00,"10,219,700.00","1,941,743.00",0.00,"12,161,443.00",
31730,SAL BAJA EN SODIO 40/77 X KG.,,PRODUCTO TERMINADO,1.00,"19,000.00",0.00,"19,000.00","3,610.00",0.00,"22,610.00",
31703,LIMON PARA SNACKS NATURAL X KG.,,PRODUCTO TERMINADO,7.00,"119,000.00",0.00,"119,000.00",0.00,0.00,"119,000.00",
311288,SABOR CONCENTRADO VAINILLA BANANO VF-699 X KG,,PRODUCTO TERMINADO,120.00,"3,924,000.00",0.00,"3,924,000.00","745,560.00",0.00,"4,669,560.00",
31866,ENDULZANTE ESTEVIA 15X X KG,,PRODUCTO TERMINADO,25.00,"945,000.00",0.00,"945,000.00","179,550.00",0.00,"1,124,550.00",
31404,SABOR POLVO ESTAND VAINILLA BANANO X KG.,,PRODUCTO TERMINADO,17.00,"368,900.00",0.00,"368,900.00","70,091.00",0.00,"438,991.00",
30256,ESENCIA COLSABOR RED VELVET X 3.850 CC.,,PRODUCTO TERMINADO,2.00,"73,000.00",0.00,"73,000.00","13,870.00",0.00,"86,870.00",
311158,SABOR CONCENTRADO CAFÉ CF-696R X KG.,,PRODUCTO TERMINADO,1.00,"62,000.00",0.00,"62,000.00","11,780.00",0.00,"73,780.00",
315140,COLOR CJOCOLATE PARDO PURO EUROPA X KG.,,PRODUCTO TERMINADO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
30257,ESENCIA COLSABOR LECHE X 3.850 CC,,PRODUCTO TERMINADO,2.00,"122,000.00",0.00,"122,000.00","23,180.00",0.00,"145,180.00",
311173,SABOR CONCENTRADO COCO CF-222AL X KG.,,PRODUCTO TERMINADO,3.50,"119,700.00",0.00,"119,700.00","22,743.00",0.00,"142,443.00",
31831,ESENCIA CAFE CAKE X 10 LTS,,PRODUCTO TERMINADO,1.00,"105,000.00",0.00,"105,000.00","19,950.00",0.00,"124,950.00",
10426,ROJO #40 LACA X GR.,,MATERIAS PRIMAS,"1,001.00","219,400.00",0.00,"219,400.00","41,686.00",0.00,"261,086.00",
30400,ESENCIA COLSABOR RED VELVET X 70 CC.,,PRODUCTO TERMINADO,309.00,"463,300.00",0.00,"463,300.00","88,027.00",0.00,"551,327.00",
315291,COLOR ROJO CONCENTRADO GEL X 450 CC.,,PRODUCTO TERMINADO,1.00,"22,000.00",0.00,"22,000.00","4,180.00",0.00,"26,180.00",
311201,SABOR CONCENTRADO CEREZA CF-220T X KG.,,PRODUCTO TERMINADO,3.00,"119,400.00",0.00,"119,400.00","22,686.00",0.00,"142,086.00",
31900,LIMON AROMA EN POLVO X KG.,,PRODUCTO TERMINADO,"2,865.00","57,013,500.00",0.00,"57,013,500.00","10,832,565.00","806,945.00","67,039,120.00",
,,,,,,,,,,,
32706,RELLENO DE MELOCOTON ECO X KG.,,PRODUCTO TERMINADO,11.00,"85,422.00",,,,,,11.00
32708,RELLENO DE MELOCOTON ECO X 3.5 KG.,,PRODUCTO TERMINADO,21.00,"354,100.00",,,,,,73.5
32703,RELLENO DE FRESA ECO X 3.5 KG.,,PRODUCTO TERMINADO,141.00,"1,720,800.00",0.00,"1,720,800.00","326,952.00",0.00,"2,047,752.00",493.5
32700,RELLENO DE FRESA ECO X KG.,,PRODUCTO TERMINADO,14.00,"85,400.00",0.00,"85,400.00","16,226.00",0.00,"101,626.00",14.00
32707,RELLENO DE MORA ECO X KG.,,PRODUCTO TERMINADO,6.00,"43,613.00",0.00,"43,613.00","8,286.47",0.00,"51,899.47",6.00
32711,RELLENO DE MORA ECO X 3.5 KG.,,PRODUCTO TERMINADO,44.00,"556,600.00",0.00,"556,600.00","105,754.00",0.00,"662,354.00",154
,,,,,"2,845,935",0,"2,406,413","457,218",0,"2,863,631",752
,,,,TOTAL,"18,954,727","57,460","31,154,289","5,919,315",0,"37,073,604","3,921"
,,,,,,,,,,,
31600,ANTIMOHO X 2.5 KG.,,PRODUCTO TERMINADO,20.00,"964,000.00",,,,,,
,,,,,,,,,,,
311007,SABOR CONCENTRADO MARACUYA PF-447R X KG.,,PRODUCTO TERMINADO,55.50,"4,591,450.00",0.00,"4,591,450.00","872,375.50",0.00,"5,463,825.50",
406025,SABOR CONCENTRADO MARACUYA PF-447R,,PRODUCTO EN PROCESO,1.24,"41,000.24",0.00,"41,000.24","7,790.05",0.00,"48,790.29",
32261,ESENCIA MISSFLAVOR PIÑA X 1 LT,,PRODUCTO TERMINADO,1.00,"5,200.00",0.00,"5,200.00",988.00,0.00,"6,188.00",
30259,ESENCIA COLSABOR MANTEQUILLA DOBLE CONCENTRACIÓN X 3.850 CC,,PRODUCTO TERMINADO,22.00,"1,502,600.00",0.00,"1,502,600.00","285,494.00",0.00,"1,788,094.00",
10623,COLAGENO HIDROLIZADO X GR.,,MATERIAS PRIMAS,"15,000.00","675,000.00",0.00,"675,000.00","128,250.00",0.00,"803,250.00",
311123,SABOR CONCENTRADO CAFÉ CF-596R,,PRODUCTO TERMINADO,6.00,"241,900.00",0.00,"241,900.00","45,961.00",0.00,"287,861.00",
311110,SABOR CONCENTRADO NATURAL HIRBA BUENA SF-292N X KG.,,PRODUCTO TERMINADO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
30122,ESENCIA COLSABOR MENTA X 20 LTS.,,PRODUCTO TERMINADO,1.00,"105,000.00",0.00,"105,000.00","19,950.00",0.00,"124,950.00",
315160,COLOR VERDE MANZANA ECO X KG.,,PRODUCTO TERMINADO,45.00,"720,000.00",0.00,"720,000.00","136,800.00",0.00,"856,800.00",
10624,PSYLLIUM EN POLVO,,MATERIAS PRIMAS,"2,000.00","90,000.00",0.00,"90,000.00","17,100.00",0.00,"107,100.00",
311131,SABOR CONCENTRADO MENTA MF-430R X KG.,,PRODUCTO TERMINADO,5.00,"438,000.00",0.00,"438,000.00","83,220.00",0.00,"521,220.00",
311137,SABOR CONCENTRADO HIERBA BUENA SF-292T X KG.,,PRODUCTO TERMINADO,11.00,"743,700.00",0.00,"743,700.00","141,303.00",0.00,"885,003.00",
31274,SABOR TRIX MARACUYA X KG,,PRODUCTO TERMINADO,1.00,"35,000.00",0.00,"35,000.00","6,650.00",0.00,"41,650.00",
41601G,ESENCIA GRANIZADO GENERICA X KG.,,PRODUCTO EN PROCESO,11.60,"219,252.30",0.00,"219,252.30","41,657.94",0.00,"260,910.24",
31706,FLAMIN HOT PARA SNACKS X KG.,,PRODUCTO TERMINADO,5.00,"200,000.00",0.00,"200,000.00","38,000.00",0.00,"238,000.00",
32262,ESENCIA MISSFLAVOR NARANJA X 1 LT.,,PRODUCTO TERMINADO,3.00,"14,950.00",0.00,"14,950.00","2,840.50",0.00,"17,790.50",
32263,ESENCIA MISSFLAVOR QUESO X 1 L,,PRODUCTO TERMINADO,1.00,"5,900.00",0.00,"5,900.00","1,121.00",0.00,"7,021.00",
30601,ESENCIA BAKERMAN CHOCOLO X 20 LT.,,MATERIAS PRIMAS,1.00,"125,000.00",0.00,"125,000.00","23,750.00",0.00,"148,750.00",
31301,SABOR POLVO GRITZ CEREZA X KG.,,PRODUCTO TERMINADO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
311017,SABOR CONCENTRADO BARBECUE BC-604R X KG.,,PRODUCTO TERMINADO,8.00,"387,200.00",0.00,"387,200.00","73,568.00",0.00,"460,768.00",
315205,COLOR ROJO CHORIZO 2 X KG.,,PRODUCTO TERMINADO,2.00,"70,000.00",0.00,"70,000.00","13,300.00",0.00,"83,300.00",
30613,ESENCIA BAKERMAN MANTEQUILLA SUPER X 20 LTS.,,PRODUCTO TERMINADO,12.00,"1,918,800.00",0.00,"1,918,800.00","364,572.00",0.00,"2,283,372.00",
311138,SABOR CONCENTRADO FRUTAL FF-698,,PRODUCTO TERMINADO,27.00,"913,062.00",0.00,"913,062.00","173,481.78",0.00,"1,086,543.78",
311139,SABOR CONCENTRADO WHISKY WF-537 X KG.,,PRODUCTO TERMINADO,7.00,"379,500.00",0.00,"379,500.00","72,105.00",0.00,"451,605.00",
31499,SABOR POLVO ESTANDAR MANI X KG.,,PRODUCTO TERMINADO,1.00,"24,500.00",0.00,"24,500.00","4,655.00",0.00,"29,155.00",
311141,SABOR CONCENTRADO QUESO QF-550DC X KG.,,PRODUCTO TERMINADO,1.03,"52,000.00",0.00,"52,000.00","9,880.00",0.00,"61,880.00",
32601,ESENCIA MISSFLAVOR COCO X 10 LTS,,PRODUCTO TERMINADO,1.00,"48,000.00",0.00,"48,000.00","9,120.00",0.00,"57,120.00",
31211,SABOR POLVO TRIX TRES LECHES X KG.,,PRODUCTO TERMINADO,15.00,"1,297,500.00",0.00,"1,297,500.00","246,525.00",0.00,"1,544,025.00",
31213,SABOR POLVO TRIX MAÍZ DULCE X KG.,,PRODUCTO TERMINADO,1.00,"32,000.00",0.00,"32,000.00","6,080.00",0.00,"38,080.00",
10427,VERDE FOSFORESCENTE LACA,,MATERIAS PRIMAS,"1,000.00","158,925.00",0.00,"158,925.00","30,195.75",0.00,"189,120.75",
31732,SABOR PARA SNACK BARBECUE DULCE X KG,,PRODUCTO TERMINADO,1.00,"6,500.00",0.00,"6,500.00","1,235.00",0.00,"7,735.00",
10428,NEGRO LACA,,MATERIAS PRIMAS,"1,000.01","334,815.85",0.00,"334,815.85","63,615.01",0.00,"398,430.86",
31908,LAVANDA AROMA LA-801 X KG.,,PRODUCTO TERMINADO,80.00,"2,872,000.00",0.00,"2,872,000.00","545,680.00",0.00,"3,417,680.00",
311140,SABOR CONCENTRADO AREQUIPE AF-208DC X KG,,PRODUCTO TERMINADO,2.00,"90,000.00",0.00,"90,000.00","17,100.00",0.00,"107,100.00",
311143,SABOR CONCNETRADO AJI PARRILLA CC-413 X KG.,,PRODUCTO TERMINADO,1.00,"119,000.00",0.00,"119,000.00","22,610.00",0.00,"141,610.00",
311145,SABOR CONCENTRADO MAIZ DULCE MF-770 X KG.,,PRODUCTO TERMINADO,1.00,"29,900.00",0.00,"29,900.00","5,681.00",0.00,"35,581.00",
101266,R266,,MATERIAS PRIMAS,"2,000.00","476,000.00",0.00,"476,000.00","90,440.00",0.00,"566,440.00",
31797,SABOR PARA SNACK MIEL X KG,,PRODUCTO TERMINADO,1.00,"16,000.00",0.00,"16,000.00","3,040.00",0.00,"19,040.00",
31934,AROMA DURAZNO AROMA PA-546 X KG,,PRODUCTO TERMINADO,1.00,"93,415.00",0.00,"93,415.00","17,748.85",0.00,"111,163.85",
311269,SABOR CONCENTRADO CEREZA GRANADINA CF-664 X KG,,PRODUCTO TERMINADO,1.00,"28,000.00",0.00,"28,000.00","5,320.00",0.00,"33,320.00",
318108,GELATINA TIPO A X 25 KG.,,PRODUCTO TERMINADO,2.00,"1,680,000.00",0.00,"1,680,000.00","319,200.00",0.00,"1,999,200.00",
315206,COLOR CAFE ECO X KG,,PRODUCTO TERMINADO,5.00,"132,000.00",0.00,"132,000.00","25,080.00",0.00,"157,080.00",
311289,SABOR CONCENTRADO VODKA BGL VF-861 x KG,,PRODUCTO TERMINADO,3.00,"106,800.00",0.00,"106,800.00","20,292.00",0.00,"127,092.00",
315161,COLOR MORADO ECO X KG.,,PRODUCTO TERMINADO,5.00,"95,000.00",0.00,"95,000.00","18,050.00",0.00,"113,050.00",
315175,COLOR FUCSIA 2 ECO X 500 G,,PRODUCTO EN PROCESO,3.00,"38,300.00",0.00,"38,300.00","7,277.00",0.00,"45,577.00",
318101,GELATINA SIN SABOR X LB.,,PRODUCTO TERMINADO,1.00,"20,500.00",0.00,"20,500.00","3,895.00",0.00,"24,395.00",
,,,,,,,,,,,
Total general,,,,,"2,686,185,194.49","13,042,897.16","2,673,142,297.33","479,811,231.99","806,945.00","3,152,146,584.32",
,,,,,,,,,,,
Procesado en: Abril 08 2026 17:28,,,,,,,,,,,
